collected_at,keyword,product_id,title,price,mall,brand,maker,ram,ssd,cpu,link
2026-06-26 22:57:47,중고 ThinkPad,58984615622,레노버 레노버 씽크패드 X390 i7 램16GB NVMe256GB 윈11 중고노트북,427150,G마켓,레노버,레노버,16GB,256GB,i7,https://link.gmarket.co.kr/gate/pcs?item-no=4680692222&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 22:57:47,중고 ThinkPad,60356877966,레노버 씽크패드 T14s Gen1 10세대 i7 램16G SSD128G Win11Pro 중고노트북,351820,G마켓,,,16GB,128GB,i7,https://link.gmarket.co.kr/gate/pcs?item-no=4774753163&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 22:57:47,중고 ThinkPad,51209936604,레노버 씽크패드 X1 carbon Gen7 인텔 10세대 i5 램8G NVME 512GB SSD 14FHD 윈11 중고노트북,499000,11번가,씽크패드,레노버,8GB,512GB,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7175075265&tid=1000000061
2026-06-26 22:57:47,중고 ThinkPad,60468281581,레노버 레노버 THINKPAD S430 i5 16G 256G 과제용 사무용 중고노트북,155820,옥션,레노버,레노버,16GB,256GB,i5,https://link.auction.co.kr/gate/pcs?item-no=F589771577&sub-id=1&service-code=10000003
2026-06-26 22:57:47,중고 ThinkPad,60192963663,레노버 레노버 씽크패드 X390 8세대 i5 램16G NVMe256 윈10 중고노트북,426300,옥션,레노버,레노버,16GB,,i5,https://link.auction.co.kr/gate/pcs?item-no=E812140428&sub-id=1&service-code=10000003
2026-06-26 22:57:47,중고 ThinkPad,60001690245,레노버 씽크패드 E15 ITL (i5-1135G7 16GB S256GB Win11P) [중고제품],499000,GSSHOP,레노버,레노버,16GB,256GB,i5,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1120689078&vodFlag=N&prdseqnum=1120689078&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-26 22:57:47,중고 ThinkPad,91183159853,레노버 ThinkPad E16 Gen1 13세대 i5-1335U 램16GB NVME512GB 15.6 윈도11 중고노트북,698000,도담코퍼레이션,씽크패드,레노버,16GB,512GB,i5,https://smartstore.naver.com/main/products/13638649144
2026-06-26 22:57:47,중고 ThinkPad,60422370949,중고 레노버 노트북 ThinkPad P52,600000,옥션,,,,,,https://link.auction.co.kr/gate/pcs?item-no=F586566150&sub-id=1&service-code=10000003
2026-06-26 22:57:47,중고 ThinkPad,90436176045,[레노버 T580] 리퍼 중고노트북 인텔8세대 i5-8250U DDR4 8G NVMe256G HD 윈11 15.6풀HD,378000,인코아즈 스토어,씽크패드,레노버,8GB,256GB,i5,https://smartstore.naver.com/main/products/12891665053
2026-06-26 23:07:31,리퍼 노트북,89251365216,레노버 씽크패드 i7 16G 512G 사무용 인강용 터치 리퍼노트북 윈도우11,599000,피씨솔루션,레노버,레노버,16GB,512GB,i7,https://smartstore.naver.com/main/products/11706854749
2026-06-26 23:07:31,리퍼 노트북,58708644746,중고노트북 리퍼 LG 15인치 올뉴그램 15Z980 15인치 가정용 업무용 사무용 I5,510710,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2613087675?sitmNo=LO2613087675_2613087676&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 노트북,60117640282,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,798490,이마트몰,LG전자,,,,,http://emart.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-26 23:07:31,리퍼 노트북,59374835752,삼성 NT202B5B i5 사무용 인강용 리퍼 가성비 싼 저렴 저가 15인치 노트북,139000,11번가,삼성,삼성전자,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9217540798&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,58204664495,리퍼 LG 그램 15Z990 i5 8세대,598000,11번가,그램15,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8954189111&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,90740246959,Lenovo 리퍼제품 레노버 씽크패드 X1 카본 9세대 14인치 노트북 코어 i5-1135G7 8GB 램 256GB SSD W10P,809040,볼트르마켓,레노버,레노버,8GB,256GB,i5,https://smartstore.naver.com/main/products/13195735863
2026-06-26 23:07:31,리퍼 노트북,86511678624,삼성전자 NT371B5J i5 8G SSD256G 15인치 가정용 교육용 사무용,249000,리퍼코리아,삼성,삼성전자,8GB,256GB,i5,https://smartstore.naver.com/main/products/8967178301
2026-06-26 23:07:31,리퍼 노트북,60356798778,[리퍼] 레노버 씽크패드 T14s 10세대 윈도우 포함 사무용 가정용 슬림 노트북,399000,GSSHOP,레노버,레노버,,,,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1125310091&vodFlag=N&prdseqnum=1125310091&utm_source=price&utm_medium=affiliate&utm_campaign=naver
2026-06-26 23:07:31,리퍼 노트북,51615384944,LG 노트북 15N540 I5 램8G SSD256 GT840 W10,299000,리퍼코리아,,,8GB,256GB,i5,https://refurkorea.kr/product/detail.html?product_no=486&cate_no=126&display_group=1&utm_source=naver&utm_medium=shopping&utm_campaign=knowledge_shopping&mkt_in=Y&ghost_mall_id=naver&ref=naver_open
2026-06-26 23:07:31,리퍼 노트북,55903364506,중고 리퍼 삼성노트북9 메탈 nt900x3l 13인치 노트북 I3 SSD 가정용 사무용,228900,11번가,노트북9 ALWAYS,,,,i3,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8500090380&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,60115450498,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,767480,롯데ON,,,,,,https://www.lotteon.com/p/product/LO2683383746?sitmNo=LO2683383746_2683383747&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 노트북,59704751090,레노버 14인치 씽크패드 X1 Yoga Gen7 I5-1240P 미사용 리퍼 노트북,1499000,G마켓,,,,,i5,https://link.gmarket.co.kr/gate/pcs?item-no=4730512228&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 23:07:31,리퍼 노트북,59376649366,삼성 중고노트북 올웨이즈9 nt900x3n 13인치 리퍼노트북 i7,394000,11번가,노트북9 ALWAYS,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9218155180&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,60117667430,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,798490,SSG닷컴,LG전자,,,,,http://www.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-26 23:07:31,리퍼 노트북,55026059823,HP HP 리퍼노트북 EliteBook 840 G6 인텔8세대 i5-8265 8G SSD128G HD 윈도우11 14인치,275220,G마켓,HP,HP,8GB,128GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=3752332143&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 23:07:31,리퍼 노트북,90820095497,LG 가성비 리퍼 노트북 그램14 14인치 14Z960 i5-6세대 8GB 256GB,399000,SMINT,LG전자,LG전자,8GB,256GB,i5,https://smartstore.naver.com/main/products/13275585165
2026-06-26 23:07:31,리퍼 노트북,52982724833,HP HP 리퍼노트북 EliteBook 850 G6 윈도우11 인텔8세대 i5-8265 8G SSD256G 15.6인치,321440,G마켓,HP,HP,8GB,256GB,i5,https://link.gmarket.co.kr/gate/pcs?item-no=3751996128&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 23:07:31,리퍼 노트북,55259669292,중고 노트북 리퍼 삼성노트북9 nt900x5l 15인치 가정용 사무용,288900,11번가,노트북9 ALWAYS,,,,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367084608&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,55259320899,중고 리퍼노트북 삼성노트북9 메탈 nt900x3l 13인치 i7 SSD 가정용 사무용,298900,11번가,노트북9 METAL,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8367086164&tid=1000000061
2026-06-26 23:07:31,리퍼 노트북,60117682449,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,798490,신세계몰,LG전자,,,,,http://shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6004&salestrNo=6005&ckwhere=s_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-26 23:07:31,중고 노트북,58708644746,중고노트북 리퍼 LG 15인치 올뉴그램 15Z980 15인치 가정용 업무용 사무용 I5,510710,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2613087675?sitmNo=LO2613087675_2613087676&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,중고 노트북,91171985215,리니지클래식 노트북 16인치 사무용 i5 ASUS 비보북 X1605V SNS 블로그작업,599000,조립컴퓨터삼성LG중고노트북,ASUS,레노버,,,i5,https://smartstore.naver.com/main/products/13627474606
2026-06-26 23:07:31,중고 노트북,89732328915,메모리+SSD더블업 삼성 노트북 플러스2 I3-11세대 윈11 15.6인치,499000,일체형pc  중고노트북,노트북 플러스2,삼성전자,,,i3,https://smartstore.naver.com/main/products/12187818210
2026-06-26 23:07:31,중고 노트북,87870507156,삼성 NT911S3L i5 4G 128G WIN10 14형 가벼운 휴대용사무용 중고노트북,179000,UCMart,삼성,삼성전자,8GB,128GB,i5,https://smartstore.naver.com/main/products/10326002954
2026-06-26 23:07:31,중고 노트북,85526146253,삼성 중고노트북 NT551EAA 8세대 i5 램16G SSD256G 윈10,329000,세컨핸드스토어,삼성,삼성전자,16GB,256GB,i5,https://smartstore.naver.com/main/products/7981645930
2026-06-26 23:07:31,중고 노트북,88707563314,삼성 NT901X3H i5 6세대 초경량 8G WIN10 사무용 중고노트북,259000,UCMart,삼성,삼성전자,8GB,,i5,https://smartstore.naver.com/main/products/11163052992
2026-06-26 23:07:31,중고 노트북,85760823112,LG 울트라PC 15U590 8세대 i5 16G SSD256G Win10,429000,세컨핸드스토어,LG전자,LG전자,16GB,256GB,i5,https://smartstore.naver.com/main/products/8216322789
2026-06-26 23:07:31,중고 노트북,91106801324,삼성 노트북 플러스2 i5 11세대-1135G7 16G SSD512G 윈11 15.6인치,699000,일체형pc  중고노트북,노트북 플러스2,삼성전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13562290957
2026-06-26 23:07:31,중고 노트북,91174279378,엘지 노트북 그램14 가벼운 초경량 노트북 14ZB95N 윈도우11 SSD256GB,699000,일체형pc  중고노트북,그램14,LG전자,,256GB,,https://smartstore.naver.com/main/products/13629768769
2026-06-26 23:07:31,중고 노트북,91174152806,엘지 gram노트북 SSD1TB 윈도우11 그램 15ZB90Q i5 1240P 램16기가,1299000,일체형pc  중고노트북,LG전자,LG전자,16GB,1TB,i5,https://smartstore.naver.com/main/products/13629642197
2026-06-26 23:07:31,중고 노트북,91165398577,LG 가벼운 노트북 Gram 15 인텔 i5 16G SSD512G 15ZB95N,1109000,일체형pc  중고노트북,그램15,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13620888160
2026-06-26 23:07:31,중고 노트북,86511678624,삼성전자 NT371B5J i5 8G SSD256G 15인치 가정용 교육용 사무용,249000,리퍼코리아,삼성,삼성전자,8GB,256GB,i5,https://smartstore.naver.com/main/products/8967178301
2026-06-26 23:07:31,중고 노트북,84875196724,LG 울트라PC 15U560 인텔 i7 램8G SSD256G 지포스 940M Win10,299000,세컨핸드스토어,LG전자,LG전자,8GB,256GB,i7,https://smartstore.naver.com/main/products/7330696402
2026-06-26 23:07:31,중고 노트북,91175148329,LG 그램 11세대 인텔i7 램16기가 SSD512GB WIN11 노트북 14ZB95N,899000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i7,https://smartstore.naver.com/main/products/13630637665
2026-06-26 23:07:31,중고 노트북,91165413055,LG 노트북 35.5cm(14인치) 초경량노트북 SSD512GB 윈도우11 14ZB95N,799000,일체형pc  중고노트북,그램14,LG전자,,512GB,,https://smartstore.naver.com/main/products/13620902638
2026-06-26 23:07:31,중고 노트북,91175258335,LG 노트북 gram 10세대 14ZB995 윈11 인텔i5 16GB SSD512GB,709000,일체형pc  중고노트북,LG전자,LG전자,16GB,512GB,i5,https://smartstore.naver.com/main/products/13630747671
2026-06-26 23:07:31,중고 노트북,91174290221,LG그램 노트북 14ZB95N i5-1135G7 8GB 1TB 윈11 업무용 사무용 인강용,897000,일체형pc  중고노트북,그램,LG전자,8GB,1TB,i5,https://smartstore.naver.com/main/products/13629779612
2026-06-26 23:07:31,중고 노트북,91165453252,Lenovo 노트북 11세대 i3-1115G4 SSD512G WIN11 L15 Gen2,619000,일체형pc  중고노트북,레노버,레노버,,512GB,i3,https://smartstore.naver.com/main/products/13620942835
2026-06-26 23:07:31,중고 노트북,86315561586,사무용노트북 레노버 아이디어패드 슬림15ALC7 15AMN7 SNS블로그작업,599000,조립컴퓨터삼성LG중고노트북,레노버,레노버,,,,https://smartstore.naver.com/main/products/8771061263
2026-06-26 23:07:31,중고 노트북,91173843021,레노버 ThinkPad 노트북 윈11 L15 GEN2 인텔i3 11세대 SSD256GB,469000,일체형pc  중고노트북,레노버,레노버,,256GB,i3,https://smartstore.naver.com/main/products/13629332412
2026-06-26 23:07:31,리퍼 맥북,85664912218,리퍼 애플맥북프로 MR932KH/A 15인치/애플정품,1680000,오가닉 가온누리,,,,,,https://smartstore.naver.com/main/products/8120411895
2026-06-26 23:07:31,리퍼 맥북,90740331405,Apple 리퍼제품 MacBook Air MJVP2LL/A 11.6인치 256GB 노트북리퍼제품,483440,볼트르마켓,Apple,Apple,,256GB,,https://smartstore.naver.com/main/products/13195820308
2026-06-26 23:07:31,리퍼 맥북,91139304192,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i7 8GB RAM 512GB SSD 스토리지 - 골드리퍼제품,1369840,플러스아울렛1,Apple,Apple,8GB,512GB,i7,https://smartstore.naver.com/main/products/13594793780
2026-06-26 23:07:31,리퍼 맥북,91098717374,Apple 리퍼제품 MacBook MK4M2LL/Retina 디스플레이 256GB골드가 탑재된 12인치 노트북 -,529600,스마트아울렛1,Apple,Apple,,256GB,Apple M2,https://smartstore.naver.com/main/products/13554207007
2026-06-26 23:07:31,리퍼 맥북,91140749873,Apple 리퍼제품 MacBook Pro MGX72LL/A Intel Core i5-4278U X2 2.6GHz 8GB 120GB 실버리퍼비시,474960,플러스아울렛1,Apple,Apple,8GB,,i5,https://smartstore.naver.com/main/products/13596239461
2026-06-26 23:07:31,리퍼 맥북,91134864162,Apple 리퍼제품 MacBook Pro 15인치 Core i7 2.8GHz 레티나MGXG2LL/A 16GB RAM 1TB 솔리드 스테이트 드라이브리퍼제품,1016400,플러스아울렛1,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/13590353750
2026-06-26 23:07:31,리퍼 맥북,90583245166,Apple M2 Pro 칩 16인치 32GB RAM 1TB SSD 스페이스 그레이가 탑재된 MacBook 리퍼제품,3127840,카오아울렛,Apple,Apple,32GB,1TB,Apple M2,https://smartstore.naver.com/main/products/13038734074
2026-06-26 23:07:31,리퍼 맥북,91099915338,Apple M1 칩 13.3인치 16GB RAM 1TB SSD 스페이스 그레이가 탑재된 Late 2020 MacBook Pro 리퍼제품,1329440,스마트아울렛1,Apple,Apple,16GB,1TB,Apple M1,https://smartstore.naver.com/main/products/13555404971
2026-06-26 23:07:31,리퍼 맥북,91099683543,Apple 리퍼제품 MacBook Pro 2024 14코어 CPU 및 32코어 GPU가 탑재된 M4 Max 칩16인치 36GB RAM 1TB SSD 스토리지QWERTY 영어 스,5622560,스마트아울렛1,Apple,Apple,,1TB,Apple M4,https://smartstore.naver.com/main/products/13555173176
2026-06-26 23:07:31,리퍼 맥북,90740813179,Apple 리퍼제품 MacBook Air 2020 13.3인치 M1 칩 8GB RAM 128GB SSD 스토리지 - 스페이스 그레이프리미엄,886240,볼트르마켓,Apple,Apple,8GB,128GB,Apple M1,https://smartstore.naver.com/main/products/13196302082
2026-06-26 23:07:31,리퍼 맥북,90741140625,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i7 8GB RAM 512GB SSD 스토리지 - 스페이스 그레이리퍼제품,815520,볼트르마켓,Apple,Apple,8GB,512GB,i7,https://smartstore.naver.com/main/products/13196629528
2026-06-26 23:07:31,리퍼 맥북,90740944250,Apple 리퍼제품 MacBook Air MD760LL/A 13.3인치 노트북 - 4GB RAM 128GB SSD 1.3GHz 코어 i5,312240,볼트르마켓,Apple,Apple,8GB,128GB,i5,https://smartstore.naver.com/main/products/13196433153
2026-06-26 23:07:31,리퍼 맥북,90740303951,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i7 16GB RAM 1TB SSD 스토리지 - 스페이스 그레이리퍼제품,1216160,볼트르마켓,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/13195792854
2026-06-26 23:07:31,리퍼 맥북,90739746261,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i3 8GB RAM 512GB SSD 스토리지 - 스페이스 그레이리퍼제품,843840,볼트르마켓,Apple,Apple,8GB,512GB,i3,https://smartstore.naver.com/main/products/13195235164
2026-06-26 23:07:31,리퍼 맥북,90739623338,Apple 리퍼제품 MacBook Air 2020 13.3인치인텔 코어 i3 8GB RAM 256GB SSD 스토리지 - 스페이스 그레이리퍼제품,618240,볼트르마켓,Apple,Apple,8GB,256GB,i3,https://smartstore.naver.com/main/products/13195112241
2026-06-26 23:07:31,리퍼 맥북,90739449971,Apple 리퍼제품 MacBook Air 13.3 노트북 인텔 코어 i5 1.60GHz 4GB RAM 128GB SSD MJVE2LL/A,360640,볼트르마켓,Apple,Apple,8GB,128GB,i5,https://smartstore.naver.com/main/products/13194938874
2026-06-26 23:07:31,리퍼 맥북,90739689364,Apple 리퍼제품 MacBook Air MC965LL/A 13.3인치 노트북 - 128GB SSD 4GB RAM 1.7GHz 인텔 코어 i5 듀얼 프로세서 Mac OS X리퍼,580640,볼트르마켓,Apple,Apple,8GB,128GB,i5,https://smartstore.naver.com/main/products/13195178267
2026-06-26 23:07:31,리퍼 맥북,89761549537,Apple 리퍼제품 MacBook Pro 15인치 Core i7 2.8GHz 레티나MGXG2LL/A 16GB RAM 1TB 솔리드 스테이트 드라이브리퍼제품,932640,에스아울렛,Apple,Apple,16GB,1TB,i7,https://smartstore.naver.com/main/products/12217038832
2026-06-26 23:07:31,리퍼 맥북,90582153258,Apple 애플 맥북 12.0인치 256GB 인텔 코어 M 듀얼 노트북 - 실버리퍼제품,498800,카오아울렛,Apple,Apple,,256GB,,https://smartstore.naver.com/main/products/13037642166
2026-06-26 23:07:31,리퍼 맥북,91140891747,Apple 리퍼제품 2022 MacBook Pro애플 M2 칩 포함13인치 16GB RAM 512GB SSD 스토리지QWERTY 영어 실버프리미엄 Silver,1904720,플러스아울렛1,Apple,Apple,16GB,512GB,Apple M2,https://smartstore.naver.com/main/products/13596381335
2026-06-26 23:07:31,중고 맥북,91180820657,Apple 2019 맥북프로 16 스페이스그레이 i7 16GB 512GB,490000,리테크브릿지,Apple,Apple,16GB,512GB,i7,https://smartstore.naver.com/main/products/13636309976
2026-06-26 23:07:31,중고 맥북,60231716168,중고 애플 맥북프로 13 M2 8GPU 10GPU 8GB 스페이스그레이 A 급,1003220,옥션,,,8GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574898727&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,59738279649,애플 맥북프로15 2017년형 MPTT2KH/A SSD512GB A1990 중고맥북,499000,11번가,Apple,,,512GB,,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=3397035169&tid=1000000061
2026-06-26 23:07:31,중고 맥북,60320369938,중고 애플 맥북프로14 M2 Pro 12CPU 19GPU 16GB 실버 A,1626800,G마켓,,,16GB,,Apple M2,https://link.gmarket.co.kr/gate/pcs?item-no=4772642167&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-26 23:07:31,중고 맥북,60231686068,중고 애플 맥북프로 13 M1 8CPU 8GPU 8GB 스페이스 그레이 A,1328900,옥션,,,8GB,,Apple M1,https://link.auction.co.kr/gate/pcs?item-no=F574897990&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231689851,중고 애플 맥북프로 13 M1 8CPU 8GPU 8GB 스페이스 그레이 A,774200,옥션,,,8GB,,Apple M1,https://link.auction.co.kr/gate/pcs?item-no=F574897892&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231732530,중고 애플 맥북프로 14 M2 Pro 10CPU 16GPU 16GB 실버 A 급,1639300,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574901671&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231699944,중고 애플 맥북프로 16 M2 Pro 10CPU 16GPU 16GB 실버 A,2037000,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574899965&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231694004,중고 애플 맥북프로 16 M2 Pro 10CPU 16GPU 16GB 실버 S,2009000,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574899795&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60320166193,중고 애플 맥북프로14 M2 Pro 12CPU 19GPU 16GB 실버 A,1626800,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F580486515&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231682970,중고 애플 맥북프로 14 M1 Pro 8CPU 14GPU 16GB 실버 S,1264900,옥션,,,16GB,,Apple M1,https://link.auction.co.kr/gate/pcs?item-no=F574898292&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231734491,중고 애플 맥북프로 16 M2 Pro 10CPU 16GPU 16GB 스페이스 그레이 A,1950200,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574900130&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231725167,중고 애플 맥북에어 15 M2 8CPU 10GPU 8GB 스페이스 그레이 S,1367700,옥션,,,8GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574901360&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231731319,중고 애플 맥북프로 16 M2 Pro 12CPU 19GPU 16GB 스페이스 그레이 S,2104900,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574900661&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231712459,중고 애플 맥북프로 14 M3 Pro 12CPU 18GPU 18GB 실버 S,2459800,옥션,,,8GB,,Apple M3,https://link.auction.co.kr/gate/pcs?item-no=F574901048&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231691804,중고 애플 맥북프로 14 M1 Pro 8CPU 14GPU 16GB 스페이스 그레이 A,1240790,옥션,,,16GB,,Apple M1,https://link.auction.co.kr/gate/pcs?item-no=F574898087&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231757905,중고 애플 맥북프로 16 M2 Pro 12CPU 19GPU 16GB 스페이스 그레이 S,1988500,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574899635&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231688816,중고 애플 맥북프로 14 M1 Pro 8CPU 14GPU 16GB 스페이스 그레이 S,1261000,옥션,,,16GB,,Apple M1,https://link.auction.co.kr/gate/pcs?item-no=F574898181&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231709968,중고 애플 맥북프로 14 M3 Pro 12CPU 18GPU 18GB 스페이스 블랙 S,2434700,옥션,,,8GB,,Apple M3,https://link.auction.co.kr/gate/pcs?item-no=F574900829&sub-id=1&service-code=10000003
2026-06-26 23:07:31,중고 맥북,60231734058,중고 애플 맥북프로 14 M2 Pro 10CPU 16GPU 16GB 실버 S,1765400,옥션,,,16GB,,Apple M2,https://link.auction.co.kr/gate/pcs?item-no=F574900275&sub-id=1&service-code=10000003
2026-06-26 23:07:31,리퍼 LG그램,58204664495,리퍼 LG 그램 15Z990 i5 8세대,598000,11번가,그램15,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8954189111&tid=1000000061
2026-06-26 23:07:31,리퍼 LG그램,60117640282,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,798490,이마트몰,LG전자,,,,,http://emart.ssg.com/item/itemView.ssg?itemId=1000829650700&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs
2026-06-26 23:07:31,리퍼 LG그램,58204617446,리퍼 LG 그램 14ZD90N i5 10세대,685000,11번가,LG그램,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8954189038&tid=1000000061
2026-06-26 23:07:31,리퍼 LG그램,59714864873,리퍼 LG 그램 15Z90N I7 WIN 11,799000,11번가,그램15,,,,i7,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9285609619&tid=1000000061
2026-06-26 23:07:31,리퍼 LG그램,59714885183,리퍼 LG 그램 15Z90N I5 WIN 11,739000,11번가,그램15,,,,i5,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9285609455&tid=1000000061
2026-06-26 23:07:31,리퍼 LG그램,58892235070,리퍼 LG 그램 15Z95N I7 WIN11 / RAM8 / SSD512,898240,롯데ON,,LG전자,,,i7,https://www.lotteon.com/p/product/LO2620033615?sitmNo=LO2620033615_2620033616&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 LG그램,59714830188,리퍼 LG 그램 15Z990 i5 8세대,566610,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2659826868?sitmNo=LO2659826868_2659826869&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 LG그램,58892223339,리퍼 LG 그램 15Z95N I5 WIN11 / RAM8 / SSD256,709680,롯데ON,,LG전자,,,i5,https://www.lotteon.com/p/product/LO2620033595?sitmNo=LO2620033595_2620033596&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 LG그램,60115450498,LG그램 리퍼노트북 15ZD90N-VX50K 윈11프로 RAM 16 UP 오피스 당일발송,767480,롯데ON,,,,,,https://www.lotteon.com/p/product/LO2683383746?sitmNo=LO2683383746_2683383747&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT
2026-06-26 23:07:31,리퍼 LG그램,59942455939,[리퍼] LG 그램15 15Z90N 10세대 i7 램16G SSD256G 윈11 초경량,789000,GSSHOP,LG전자,LG전자,16GB,256GB,i7,http://with.gsshop.com/alia/aliaGate.gs?media=OB&ecpid=1119897092&vodFlag=N&prdseqnum=1119897092&utm_source=price&utm_medium=affiliate&utm_campaign=naver
